Casspokes,Coffee or Pizza,40.55753903*-74.19634916,0
benficacrazy,Coffee or Pizza,40.57566404*-74.29420292,0
KirkCheyfitz,Coffee or Pizza,40.73493358*-74.0021199,0
howieishomie,Coffee or Pizza,40.74796623*-73.98720107,0
FatLittleBird,Coffee or Pizza,40.73652118*-73.99086253,0
johnmorgan726,Coffee or Pizza,40.72048005*-73.9935598,0
testafoto,Coffee or Pizza,40.7198019*-73.84340821,0
catruben,Coffee or Pizza,40.75349774*-73.41444997,0
bswagger8,Coffee or Pizza,40.72385604*-73.99640679,0
DevinCates,Coffee or Pizza,40.762384*-73.985844,0
oscartrelles,Coffee or Pizza,40.74451177*-73.99661858,0
babycakesmel3,Coffee or Pizza,40.94473026*-74.20507729,0
TheBookOfBam,Coffee or Pizza,40.71735293*-73.96039224,0
PaulMarin_NYC,Coffee or Pizza,40.7071041*-74.00499254,0
nprescott,Coffee or Pizza,40.73678126*-73.98684525,0
mattchiu138,Coffee or Pizza,40.5884287*-73.65652113,0
Vampire718,Coffee or Pizza,40.7147599*-74.00574869,0
Jetzgretz,Coffee or Pizza,40.74834779*-73.94957812,0
DunnJeromy,Coffee or Pizza,40.75568181*-73.88307006,0
KIFN,Coffee or Pizza,40.939606*-73.8344,0
Mikespins,Coffee or Pizza,40.75091995*-73.98771759,0
yeseniamariaa,Coffee or Pizza,40.727847*-74.007235,0
jakegoodrich,Coffee or Pizza,40.74787108*-73.9892212,0
michaelelmgreen,Coffee or Pizza,40.72555133*-73.99476528,0
brianlaungaoaeh,Coffee or Pizza,40.72939707*-73.99824142,0
DoctorZ,Coffee or Pizza,40.75203644*-73.99116096,0
lenny_,Coffee or Pizza,40.70830246*-74.00803833,0
peterjwu,Coffee or Pizza,40.73493358*-74.0021199,0
DeeKee_G,Coffee or Pizza,40.71763832*-73.99958548,0
MLLTPhotos,Coffee or Pizza,40.873466*-73.907767,0
j0sEr2OO1,Coffee or Pizza,40.646501*-73.775821,0
LOTUS_SOCIETY,Coffee or Pizza,40.76433134*-73.98250076,0
NickFoden,Coffee or Pizza,40.70507899*-73.93364404,0
smcdoyle,Coffee or Pizza,40.72346881*-73.98829722,0
TeshawnEdmonds,Coffee or Pizza,40.67296847*-73.87084187,0
jskiddles,Coffee or Pizza,40.26558247*-74.04169679,0
mattypeks,Coffee or Pizza,40.745325*-74.03237,0
EsotericIsLike,Coffee or Pizza,40.71863447*-74.00013639,0
MGFletcher,Coffee or Pizza,40.71493168*-74.01143789,0
ruslana22765084,Coffee or Pizza,40.71113138*-74.006383,0
MichaelWilhelm7,Coffee or Pizza,40.75733551*-73.98213345,0
Topcat19582005,Coffee or Pizza,40.7111837*-73.85437754,0
msheikhw,Coffee or Pizza,40.743982*-74.006678,0
MilesPointsWhiz,Coffee or Pizza,40.59029708*-73.97319161,0
Chris_Capot,Coffee or Pizza,40.73652118*-73.99086253,0
alambritos9,Coffee or Pizza,40.621133*-74.025818,0
smcdoyle,Coffee or Pizza,40.721928*-73.989006,0
Supaman_MW,Coffee or Pizza,40.72012258*-74.04284426,0
annam8r,Coffee or Pizza,40.75203644*-73.99116096,0
dens,Coffee or Pizza,40.72535212*-73.99239421,0
RosieDasRiveter,Coffee or Pizza,40.63165348*-73.95327473,0
lenny_,Coffee or Pizza,40.70830246*-74.00803833,0
adrianaalexiaa,Coffee or Pizza,40.7549335*-74.1542213,0
andychica,Coffee or Pizza,41.01680179*-73.66046142,0
TeshawnEdmonds,Coffee or Pizza,40.67296847*-73.87084187,0
dimsumNYC,Coffee or Pizza,40.72146928*-73.98853826,0
jaymatias,Coffee or Pizza,40.71341636*-73.82909548,0
ChMurphy,Coffee or Pizza,40.72307952*-73.99461508,0
noey_neums,Coffee or Pizza,40.74349301*-73.98649517,0
